Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Over18,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
28,No,Travel_Frequently,Research & Development,6,3,1,1154,Male,Research Scientist,3,Divorced,2703,Y,14,3,4,80,3,3,3,0,2
18,Yes,Non-Travel,Research & Development,8,1,1,1156,Male,Laboratory Technician,3,Single,1904,Y,12,3,4,80,0,3,0,0,0
33,Yes,Travel_Rarely,Sales,9,4,1,1157,Female,Sales Executive,1,Single,8224,Y,17,3,1,80,6,3,5,0,3
41,No,Travel_Rarely,Research & Development,12,4,1,1158,Male,Laboratory Technician,4,Married,4766,Y,11,3,1,80,6,3,1,0,0
31,Yes,Travel_Frequently,Research & Development,15,3,1,1160,Male,Laboratory Technician,3,Married,2610,Y,12,3,3,80,2,2,2,2,2
37,No,Travel_Rarely,Research & Development,25,2,1,1161,Female,Healthcare Representative,4,Divorced,5731,Y,13,3,3,80,9,3,6,1,3
27,No,Travel_Rarely,Research & Development,6,3,1,1162,Male,Research Scientist,3,Married,2539,Y,13,3,3,80,4,3,4,2,2
34,No,Travel_Rarely,Sales,9,1,1,1163,Female,Sales Executive,3,Married,5714,Y,20,4,1,80,6,2,6,1,3
35,No,Travel_Rarely,Human Resources,8,4,1,1164,Male,Human Resources,3,Single,4323,Y,17,3,2,80,6,1,5,1,4
29,Yes,Travel_Rarely,Sales,23,1,1,1165,Female,Sales Executive,1,Married,7336,Y,13,3,1,80,11,1,11,3,10
40,No,Travel_Frequently,Research & Development,9,4,1,1166,Female,Research Director,3,Single,13499,Y,17,3,3,80,20,2,18,2,13
42,Yes,Travel_Frequently,Sales,12,3,1,1167,Male,Sales Executive,1,Single,13758,Y,12,3,2,80,22,2,21,13,14
42,No,Travel_Rarely,Sales,4,4,1,1171,Male,Sales Executive,1,Single,5155,Y,13,3,4,80,9,4,6,1,5
35,No,Travel_Rarely,Research & Development,1,4,1,1172,Male,Laboratory Technician,3,Married,2258,Y,12,3,2,80,10,3,8,1,7
24,No,Travel_Rarely,Research & Development,24,3,1,1173,Male,Laboratory Technician,2,Single,3597,Y,22,4,4,80,6,3,4,1,2
28,Yes,Travel_Rarely,Research & Development,12,1,1,1175,Female,Laboratory Technician,4,Married,2515,Y,11,3,4,80,1,2,1,0,0
26,No,Travel_Rarely,Research & Development,3,4,1,1177,Male,Laboratory Technician,4,Married,4420,Y,22,4,2,80,8,3,8,0,7
30,No,Travel_Rarely,Sales,10,3,1,1179,Male,Sales Executive,3,Married,6578,Y,18,3,1,80,10,3,10,1,4
40,No,Travel_Frequently,Research & Development,26,2,1,1180,Female,Research Scientist,4,Married,4422,Y,13,3,4,80,16,1,1,0,0
35,No,Travel_Rarely,Research & Development,2,3,1,1182,Male,Manufacturing Director,2,Divorced,10274,Y,18,3,2,80,15,4,7,6,4
34,No,Travel_Frequently,Research & Development,1,3,1,1184,Male,Healthcare Representative,1,Single,5343,Y,20,4,3,80,14,3,13,4,9
35,No,Travel_Frequently,Research & Development,4,4,1,1185,Male,Laboratory Technician,4,Married,2376,Y,13,3,2,80,2,4,2,2,2
43,Yes,Travel_Rarely,Sales,9,3,1,1188,Female,Sales Executive,3,Single,5346,Y,13,3,2,80,7,2,4,1,3
32,No,Non-Travel,Sales,2,1,1,1190,Female,Sales Representative,1,Divorced,2827,Y,12,3,3,80,1,3,1,0,0
56,No,Travel_Rarely,Research & Development,4,4,1,1191,Female,Manager,1,Divorced,19943,Y,13,3,4,80,28,3,5,4,2
29,No,Travel_Rarely,Research & Development,6,1,1,1192,Female,Laboratory Technician,4,Married,3131,Y,13,3,1,80,10,3,10,0,8
19,No,Travel_Rarely,Research & Development,9,2,1,1193,Male,Research Scientist,1,Single,2552,Y,25,4,3,80,1,3,1,0,0
45,No,Travel_Rarely,Research & Development,7,3,1,1195,Female,Research Scientist,3,Married,4477,Y,19,3,3,80,7,2,3,0,2
37,No,Travel_Rarely,Research & Development,1,3,1,1196,Female,Manufacturing Director,4,Married,6474,Y,13,3,2,80,14,2,14,3,11
20,No,Travel_Rarely,Research & Development,3,3,1,1198,Male,Laboratory Technician,3,Single,3033,Y,12,3,1,80,2,2,2,1,2
44,Yes,Travel_Rarely,Research & Development,10,4,1,1200,Male,Research Scientist,3,Single,2936,Y,11,3,3,80,6,3,6,0,2
53,No,Travel_Rarely,Research & Development,7,2,1,1201,Female,Manager,3,Divorced,18606,Y,18,3,2,80,26,3,7,4,7
29,No,Travel_Rarely,Research & Development,15,1,1,1202,Female,Research Scientist,4,Married,2168,Y,18,3,1,80,6,2,5,1,3
22,Yes,Travel_Frequently,Research & Development,3,4,1,1203,Male,Research Scientist,4,Married,2853,Y,11,3,2,80,1,3,0,0,0
46,No,Travel_Rarely,Sales,2,3,1,1204,Female,Manager,1,Married,17048,Y,23,4,1,80,28,3,26,15,9
44,No,Non-Travel,Research & Development,17,3,1,1206,Male,Research Scientist,3,Single,2290,Y,13,3,4,80,6,3,0,0,0
33,No,Travel_Rarely,Human Resources,2,3,1,1207,Male,Human Resources,3,Married,3600,Y,13,3,4,80,5,3,5,1,4
41,Yes,Non-Travel,Research & Development,5,2,1,1210,Male,Research Scientist,1,Divorced,2107,Y,17,3,1,80,5,1,1,0,0
30,No,Travel_Rarely,Sales,29,4,1,1211,Male,Sales Executive,1,Divorced,4115,Y,19,3,3,80,8,3,4,0,3
40,No,Travel_Frequently,Sales,2,4,1,1212,Male,Sales Executive,2,Married,4327,Y,12,3,4,80,5,3,0,0,0
50,No,Travel_Frequently,Research & Development,2,3,1,1215,Female,Manager,1,Married,17856,Y,22,4,3,80,32,3,2,2,2
28,No,Travel_Rarely,Research & Development,19,4,1,1216,Male,Laboratory Technician,1,Married,3196,Y,12,3,3,80,6,3,6,3,3
46,No,Travel_Rarely,Research & Development,15,2,1,1217,Male,Research Director,2,Married,19081,Y,11,3,1,80,25,3,4,0,3
35,No,Travel_Rarely,Sales,17,4,1,1218,Male,Sales Executive,1,Married,8966,Y,15,3,4,80,15,3,7,1,7
24,Yes,Travel_Rarely,Research & Development,17,2,1,1219,Female,Laboratory Technician,2,Married,2210,Y,13,3,1,80,1,1,1,0,0
33,No,Travel_Frequently,Sales,25,3,1,1220,Female,Sales Executive,3,Married,4539,Y,12,3,1,80,10,2,10,0,1
36,No,Travel_Rarely,Research & Development,6,4,1,1221,Male,Laboratory Technician,3,Divorced,2741,Y,14,3,3,80,7,3,7,1,7
30,No,Travel_Rarely,Research & Development,7,4,1,1224,Male,Laboratory Technician,3,Divorced,3491,Y,13,3,1,80,10,2,10,8,9
44,No,Travel_Rarely,Research & Development,29,4,1,1225,Male,Research Scientist,4,Single,4541,Y,25,4,2,80,20,3,20,13,17
20,No,Travel_Rarely,Sales,21,3,1,1226,Male,Sales Representative,4,Single,2678,Y,17,3,4,80,2,3,2,2,2
46,No,Travel_Rarely,Research & Development,2,4,1,1228,Male,Manufacturing Director,4,Divorced,7379,Y,11,3,3,80,12,2,6,1,4
42,No,Non-Travel,Human Resources,2,5,1,1231,Male,Human Resources,1,Married,6272,Y,16,3,1,80,10,4,4,0,3
60,No,Travel_Rarely,Sales,7,4,1,1233,Male,Sales Executive,4,Divorced,5220,Y,18,3,2,80,12,3,11,1,9
32,No,Travel_Frequently,Research & Development,13,3,1,1234,Female,Laboratory Technician,2,Married,2743,Y,20,4,3,80,2,3,2,2,2
32,No,Travel_Frequently,Research & Development,2,2,1,1235,Female,Research Scientist,3,Single,4998,Y,14,3,4,80,10,3,8,0,7
36,No,Travel_Rarely,Research & Development,1,3,1,1237,Female,Manufacturing Director,1,Divorced,10252,Y,21,4,3,80,17,3,7,7,7
33,No,Travel_Rarely,Research & Development,9,3,1,1238,Male,Research Scientist,4,Married,2781,Y,13,3,2,80,15,3,14,4,10
40,No,Travel_Rarely,Sales,10,3,1,1239,Female,Sales Executive,2,Divorced,6852,Y,12,3,2,80,7,4,5,1,3
25,No,Travel_Rarely,Sales,10,4,1,1240,Male,Sales Executive,4,Single,4950,Y,14,3,2,80,5,3,4,1,1
30,No,Travel_Rarely,Research & Development,1,3,1,1241,Male,Research Scientist,2,Married,3579,Y,21,4,1,80,12,3,11,5,7
42,No,Travel_Frequently,Research & Development,26,5,1,1242,Female,Research Director,1,Married,13191,Y,17,3,3,80,20,3,1,0,0
35,No,Non-Travel,Sales,8,2,1,1243,Female,Sales Executive,4,Married,10377,Y,11,3,2,80,16,2,13,4,12
27,No,Travel_Rarely,Research & Development,14,3,1,1244,Male,Research Scientist,1,Married,2235,Y,14,3,4,80,9,2,9,6,8
54,No,Travel_Frequently,Research & Development,1,4,1,1245,Female,Manufacturing Director,3,Divorced,10502,Y,17,3,1,80,33,1,5,1,4
44,No,Travel_Rarely,Research & Development,2,1,1,1246,Female,Research Scientist,4,Married,2011,Y,13,3,4,80,10,3,10,7,7
19,Yes,Non-Travel,Research & Development,10,3,1,1248,Female,Research Scientist,2,Single,1859,Y,25,4,2,80,1,4,1,0,0
29,No,Travel_Rarely,Research & Development,1,3,1,1249,Female,Research Scientist,4,Divorced,3760,Y,15,3,1,80,3,3,3,1,2
54,No,Travel_Rarely,Research & Development,3,3,1,1250,Male,Research Director,4,Married,17779,Y,14,3,1,80,36,3,10,0,9
31,No,Travel_Rarely,Research & Development,11,2,1,1251,Male,Healthcare Representative,1,Married,6833,Y,12,3,4,80,6,2,6,0,1
31,No,Travel_Rarely,Research & Development,24,3,1,1252,Female,Healthcare Representative,1,Single,6812,Y,19,3,2,80,10,3,10,1,8
59,No,Travel_Rarely,Sales,3,3,1,1254,Female,Sales Executive,4,Single,5171,Y,17,3,4,80,13,3,6,0,5
43,No,Travel_Rarely,Research & Development,3,3,1,1255,Male,Research Director,4,Married,19740,Y,14,3,2,80,25,3,8,0,7
49,No,Travel_Rarely,Research & Development,4,2,1,1256,Male,Manager,3,Married,18711,Y,13,3,3,80,23,4,1,0,0
36,No,Travel_Frequently,Research & Development,3,3,1,1257,Male,Research Scientist,2,Married,3692,Y,12,3,3,80,12,2,11,0,7
48,No,Travel_Rarely,Research & Development,2,2,1,1258,Male,Laboratory Technician,2,Single,2559,Y,11,3,3,80,7,2,1,0,0
27,No,Travel_Rarely,Research & Development,4,2,1,1259,Male,Research Scientist,3,Divorced,2517,Y,11,3,2,80,5,3,5,0,3
29,No,Travel_Rarely,Research & Development,7,3,1,1260,Male,Healthcare Representative,4,Divorced,6623,Y,11,3,2,80,6,3,6,1,0
48,No,Travel_Rarely,Research & Development,1,3,1,1263,Male,Research Director,4,Single,18265,Y,12,3,3,80,25,4,1,0,0
29,No,Travel_Rarely,Research & Development,1,3,1,1264,Female,Research Director,4,Divorced,16124,Y,14,3,2,80,9,2,7,1,7
34,No,Travel_Rarely,Research & Development,20,3,1,1265,Female,Research Scientist,3,Married,2585,Y,17,3,4,80,2,2,1,0,0
44,No,Travel_Rarely,Sales,5,3,1,1267,Male,Manager,2,Married,18213,Y,11,3,3,80,26,3,22,3,10
33,No,Travel_Rarely,Sales,10,5,1,1268,Male,Sales Executive,3,Divorced,8380,Y,14,3,4,80,10,3,9,0,8
19,No,Travel_Rarely,Research & Development,25,3,1,1269,Female,Research Scientist,4,Single,2994,Y,12,3,4,80,1,3,1,0,1
23,No,Travel_Rarely,Research & Development,1,2,1,1270,Male,Research Scientist,3,Married,1223,Y,22,4,4,80,1,3,1,0,1
25,Yes,Travel_Frequently,Sales,24,1,1,1273,Male,Sales Representative,4,Single,1118,Y,14,3,4,80,1,3,1,1,0
26,No,Travel_Rarely,Research & Development,4,2,1,1275,Male,Research Scientist,4,Single,2875,Y,20,4,2,80,8,2,8,2,2
45,Yes,Travel_Rarely,Sales,2,3,1,1277,Female,Manager,2,Single,18824,Y,16,3,1,80,26,3,24,1,11
55,No,Non-Travel,Research & Development,8,1,1,1278,Male,Healthcare Representative,2,Divorced,13577,Y,15,3,4,80,34,3,33,15,0
21,Yes,Travel_Frequently,Research & Development,10,2,1,1279,Female,Laboratory Technician,3,Single,2625,Y,20,4,3,80,2,1,2,2,2
46,No,Travel_Rarely,Sales,4,2,1,1280,Female,Manager,2,Married,18789,Y,14,3,3,80,26,3,11,0,8
34,No,Travel_Rarely,Sales,2,3,1,1281,Female,Sales Executive,1,Single,4538,Y,12,3,4,80,4,3,3,0,2
51,No,Travel_Frequently,Sales,9,3,1,1282,Male,Manager,2,Divorced,19847,Y,24,4,1,80,31,2,29,11,10
59,No,Travel_Rarely,Research & Development,18,4,1,1283,Male,Manufacturing Director,4,Single,10512,Y,12,3,4,80,25,2,9,5,4
34,No,Travel_Frequently,Research & Development,19,3,1,1285,Female,Laboratory Technician,2,Divorced,4444,Y,13,3,3,80,15,4,11,5,10
28,No,Travel_Frequently,Research & Development,1,4,1,1286,Male,Laboratory Technician,3,Single,2154,Y,11,3,3,80,5,2,4,0,2
44,No,Travel_Rarely,Research & Development,4,2,1,1288,Male,Manager,1,Divorced,19190,Y,14,3,4,80,26,2,25,14,13
34,No,Travel_Frequently,Human Resources,11,3,1,1289,Male,Human Resources,2,Married,4490,Y,11,3,4,80,14,4,10,1,8
35,No,Travel_Rarely,Research & Development,6,1,1,1291,Male,Research Scientist,3,Married,3506,Y,14,3,4,80,4,3,3,2,2
42,No,Travel_Rarely,Research & Development,7,4,1,1292,Female,Research Scientist,2,Married,2372,Y,16,3,4,80,18,3,1,0,0
43,No,Travel_Rarely,Sales,4,4,1,1293,Female,Sales Executive,4,Single,10231,Y,14,3,4,80,23,4,21,15,17
36,No,Travel_Rarely,Research & Development,2,4,1,1294,Female,Manufacturing Director,2,Single,5410,Y,11,3,4,80,18,3,16,5,12
44,Yes,Travel_Rarely,Research & Development,15,3,1,1295,Female,Healthcare Representative,4,Married,7978,Y,11,3,4,80,10,3,10,0,5
28,No,Travel_Frequently,Research & Development,2,3,1,1296,Male,Laboratory Technician,4,Married,3867,Y,12,3,2,80,2,3,2,2,2
51,No,Travel_Frequently,Research & Development,6,2,1,1297,Female,Laboratory Technician,3,Single,2838,Y,14,3,2,80,8,2,7,7,7
30,No,Non-Travel,Research & Development,9,2,1,1298,Female,Manufacturing Director,3,Single,4695,Y,18,3,3,80,10,3,8,1,7
29,Yes,Travel_Rarely,Research & Development,7,3,1,1299,Female,Laboratory Technician,3,Divorced,3339,Y,13,3,1,80,10,3,7,7,7
28,No,Travel_Rarely,Research & Development,1,3,1,1301,Male,Research Scientist,1,Single,2080,Y,11,3,2,80,5,2,3,1,2
25,No,Travel_Rarely,Research & Development,1,3,1,1303,Female,Research Scientist,2,Single,2096,Y,18,3,4,80,2,2,2,2,1
32,No,Travel_Rarely,Sales,8,3,1,1304,Male,Sales Executive,4,Married,6209,Y,15,3,3,80,10,4,10,0,8
45,No,Travel_Frequently,Research & Development,25,3,1,1306,Female,Manager,2,Single,18061,Y,22,4,3,80,22,3,0,0,0
39,No,Travel_Rarely,Research & Development,13,4,1,1307,Female,Manager,2,Divorced,17123,Y,13,3,4,80,21,3,19,15,2
58,No,Travel_Rarely,Research & Development,23,4,1,1308,Male,Research Scientist,3,Divorced,2372,Y,12,3,4,80,2,3,2,2,2
32,Yes,Travel_Rarely,Research & Development,7,2,1,1309,Male,Laboratory Technician,3,Married,4883,Y,18,3,1,80,10,3,10,1,1
39,Yes,Travel_Rarely,Research & Development,23,3,1,1310,Male,Research Scientist,1,Single,3904,Y,13,3,1,80,6,3,5,0,3
30,No,Travel_Rarely,Research & Development,6,3,1,1311,Female,Laboratory Technician,4,Married,4627,Y,12,3,1,80,10,3,9,6,7
36,No,Travel_Rarely,Research & Development,10,4,1,1312,Female,Healthcare Representative,3,Married,7094,Y,12,3,1,80,10,3,7,1,7
46,No,Travel_Rarely,Human Resources,1,2,1,1314,Female,Human Resources,1,Single,3423,Y,12,3,3,80,10,4,7,5,7
28,No,Non-Travel,Research & Development,1,3,1,1315,Female,Laboratory Technician,4,Married,6674,Y,11,3,1,80,10,3,9,7,5
50,No,Travel_Rarely,Research & Development,28,3,1,1317,Female,Research Director,1,Married,16880,Y,11,3,2,80,25,3,3,1,2
40,Yes,Travel_Rarely,Sales,25,4,1,1318,Male,Sales Executive,2,Single,9094,Y,12,3,3,80,9,3,5,1,0
52,Yes,Travel_Rarely,Sales,5,3,1,1319,Male,Sales Executive,2,Single,8446,Y,19,3,3,80,10,2,8,7,7
30,No,Travel_Rarely,Research & Development,17,4,1,1321,Female,Manager,1,Married,11916,Y,23,4,4,80,9,3,9,0,8
39,No,Travel_Rarely,Research & Development,18,2,1,1322,Male,Manufacturing Director,3,Single,4534,Y,11,3,1,80,9,3,8,1,7
31,No,Non-Travel,Sales,2,4,1,1324,Female,Sales Executive,3,Divorced,9852,Y,19,3,1,80,10,2,10,9,6
41,No,Non-Travel,Sales,10,2,1,1329,Male,Sales Executive,2,Single,6151,Y,13,3,1,80,19,3,19,11,9
31,Yes,Travel_Frequently,Sales,1,3,1,1331,Female,Sales Representative,2,Single,2302,Y,11,3,1,80,3,4,3,2,2
44,Yes,Travel_Rarely,Research & Development,3,3,1,1333,Male,Laboratory Technician,1,Married,2362,Y,12,3,3,80,10,4,3,1,2
42,No,Non-Travel,Research & Development,2,1,1,1334,Male,Manager,3,Married,17861,Y,13,3,4,80,21,2,20,2,10
55,No,Travel_Rarely,Research & Development,2,2,1,1336,Female,Manager,3,Married,19187,Y,14,3,4,80,23,3,19,9,11
56,No,Travel_Rarely,Human Resources,8,4,1,1338,Male,Manager,2,Single,19717,Y,14,3,1,80,36,3,7,7,7
40,No,Non-Travel,Research & Development,16,2,1,1340,Male,Research Scientist,3,Divorced,3544,Y,16,3,2,80,6,3,4,0,0
34,No,Travel_Rarely,Research & Development,9,3,1,1344,Male,Healthcare Representative,4,Divorced,8500,Y,11,3,4,80,10,2,9,1,6
40,No,Travel_Rarely,Research & Development,2,3,1,1346,Male,Research Scientist,4,Single,4661,Y,13,3,3,80,9,3,9,8,8
41,No,Travel_Frequently,Sales,1,3,1,1349,Female,Sales Executive,1,Divorced,4103,Y,17,3,4,80,10,3,9,1,7
35,No,Travel_Frequently,Research & Development,4,4,1,1350,Male,Research Scientist,3,Single,4249,Y,11,3,2,80,9,3,9,1,1
51,No,Travel_Rarely,Human Resources,5,3,1,1352,Male,Manager,2,Divorced,14026,Y,11,3,2,80,33,3,33,0,10
38,No,Travel_Rarely,Sales,2,2,1,1355,Female,Sales Executive,1,Divorced,6893,Y,15,3,4,80,11,3,7,1,7
34,No,Travel_Rarely,Sales,15,2,1,1356,Female,Sales Executive,1,Single,6125,Y,12,3,4,80,10,4,10,9,6
25,No,Travel_Rarely,Research & Development,19,1,1,1358,Male,Laboratory Technician,4,Married,3669,Y,11,3,3,80,7,2,3,1,2
58,Yes,Travel_Rarely,Research & Development,7,4,1,1360,Female,Manufacturing Director,1,Married,10008,Y,14,3,4,80,31,2,10,5,9
40,No,Travel_Rarely,Research & Development,1,4,1,1361,Male,Laboratory Technician,2,Married,2387,Y,22,4,3,80,7,3,4,0,3
36,No,Travel_Frequently,Sales,7,3,1,1362,Female,Sales Executive,1,Married,4639,Y,16,3,4,80,17,2,15,6,13
48,No,Travel_Rarely,Research & Development,4,3,1,1363,Male,Manufacturing Director,4,Single,7898,Y,11,3,3,80,11,3,10,0,8
27,No,Travel_Rarely,Sales,11,3,1,1364,Female,Sales Representative,4,Married,2534,Y,14,3,2,80,5,3,1,0,0
51,No,Travel_Rarely,Research & Development,11,2,1,1367,Female,Manufacturing Director,2,Single,13142,Y,16,3,2,80,29,2,5,0,3
18,No,Non-Travel,Research & Development,1,3,1,1368,Female,Laboratory Technician,4,Single,1611,Y,15,3,3,80,0,4,0,0,0
35,No,Travel_Rarely,Research & Development,1,3,1,1369,Female,Laboratory Technician,4,Married,5363,Y,12,3,2,80,10,3,9,0,0
27,No,Travel_Frequently,Sales,2,1,1,1371,Male,Sales Executive,4,Single,5071,Y,20,4,2,80,8,3,6,0,0
55,Yes,Travel_Rarely,Sales,13,4,1,1372,Male,Sales Executive,3,Single,13695,Y,17,3,3,80,24,2,19,3,8
56,No,Travel_Rarely,Research & Development,23,3,1,1373,Male,Manufacturing Director,2,Married,13402,Y,12,3,1,80,33,3,19,15,9
34,No,Non-Travel,Research & Development,26,1,1,1374,Female,Research Scientist,3,Divorced,2029,Y,20,4,3,80,5,3,5,0,0
40,No,Travel_Rarely,Research & Development,2,1,1,1375,Female,Healthcare Representative,3,Divorced,6377,Y,20,4,2,80,15,3,12,11,8
34,No,Travel_Rarely,Research & Development,29,3,1,1377,Male,Laboratory Technician,3,Married,5429,Y,13,3,1,80,10,3,8,7,7
31,Yes,Travel_Frequently,Sales,2,3,1,1379,Female,Sales Representative,4,Single,2785,Y,14,3,3,80,3,4,1,0,0
35,Yes,Travel_Frequently,Sales,18,4,1,1380,Female,Sales Executive,3,Married,4614,Y,18,3,3,80,5,2,4,3,2
38,No,Travel_Frequently,Research & Development,7,3,1,1382,Male,Research Scientist,3,Divorced,2610,Y,11,3,4,80,4,3,4,0,3
34,No,Travel_Rarely,Research & Development,2,4,1,1383,Female,Healthcare Representative,4,Single,6687,Y,11,3,4,80,14,4,14,4,11
28,No,Travel_Rarely,Sales,26,3,1,1387,Male,Sales Executive,1,Married,4724,Y,11,3,3,80,5,3,5,0,4
31,Yes,Travel_Rarely,Research & Development,22,4,1,1389,Male,Manufacturing Director,3,Married,6179,Y,15,3,4,80,10,2,10,6,7
39,No,Travel_Rarely,Sales,21,4,1,1390,Male,Sales Executive,4,Married,6120,Y,12,3,4,80,8,4,5,1,4
51,No,Travel_Frequently,Sales,2,3,1,1391,Male,Sales Executive,2,Married,10596,Y,11,3,2,80,14,3,4,3,2
41,No,Travel_Frequently,Research & Development,22,3,1,1392,Female,Research Scientist,4,Divorced,5467,Y,14,3,1,80,12,2,6,3,3
37,No,Travel_Rarely,Research & Development,4,1,1,1394,Male,Research Scientist,3,Married,2996,Y,15,3,4,80,8,3,6,1,3
33,No,Travel_Frequently,Sales,5,1,1,1395,Male,Sales Executive,4,Married,9998,Y,13,3,1,80,8,4,5,1,2
32,No,Travel_Rarely,Sales,2,1,1,1396,Male,Sales Executive,2,Married,4078,Y,13,3,1,80,4,2,3,1,2
39,No,Non-Travel,Research & Development,25,2,1,1397,Male,Healthcare Representative,3,Married,10920,Y,21,4,2,80,13,3,6,0,5
25,No,Travel_Rarely,Sales,18,1,1,1399,Male,Sales Executive,3,Married,6232,Y,11,3,2,80,6,2,3,1,2
52,No,Travel_Frequently,Research & Development,28,2,1,1401,Female,Manufacturing Director,3,Married,13247,Y,11,3,2,80,24,2,5,0,2
43,No,Travel_Rarely,Research & Development,6,3,1,1402,Female,Research Scientist,3,Single,4081,Y,14,3,1,80,20,1,20,1,8
27,No,Travel_Rarely,Sales,10,3,1,1403,Female,Sales Executive,4,Married,5769,Y,11,3,4,80,6,3,6,4,4
27,Yes,Travel_Rarely,Research & Development,17,4,1,1405,Female,Research Scientist,3,Single,2394,Y,13,3,4,80,8,3,8,7,7
26,No,Travel_Rarely,Research & Development,2,1,1,1407,Male,Research Scientist,4,Single,3904,Y,12,3,4,80,5,3,4,1,1
42,No,Travel_Rarely,Human Resources,10,3,1,1408,Female,Manager,1,Married,16799,Y,14,3,3,80,21,3,20,0,9
52,No,Travel_Rarely,Research & Development,8,4,1,1409,Female,Laboratory Technician,1,Married,2950,Y,13,3,3,80,12,1,5,0,4
37,No,Travel_Rarely,Research & Development,11,3,1,1411,Female,Laboratory Technician,3,Single,3629,Y,18,3,1,80,8,3,3,0,2
35,No,Travel_Frequently,Research & Development,18,2,1,1412,Male,Manufacturing Director,4,Single,9362,Y,11,3,3,80,10,3,2,2,2
25,No,Travel_Rarely,Research & Development,1,3,1,1415,Male,Laboratory Technician,4,Married,3229,Y,11,3,2,80,7,2,3,0,2
26,No,Travel_Rarely,Research & Development,7,3,1,1417,Male,Laboratory Technician,1,Single,3578,Y,12,3,4,80,8,3,7,0,7
29,No,Travel_Rarely,Human Resources,17,3,1,1419,Male,Human Resources,1,Single,7988,Y,13,3,1,80,10,2,10,0,9
49,Yes,Travel_Frequently,Research & Development,28,2,1,1420,Male,Laboratory Technician,1,Single,4284,Y,20,4,1,80,20,3,4,1,3
29,Yes,Travel_Frequently,Research & Development,14,1,1,1421,Female,Healthcare Representative,4,Single,7553,Y,12,3,1,80,9,3,8,7,7
54,No,Travel_Rarely,Research & Development,1,3,1,1422,Female,Research Director,4,Single,17328,Y,19,3,4,80,29,2,20,12,7
58,No,Travel_Rarely,Research & Development,1,3,1,1423,Female,Research Director,1,Married,19701,Y,21,4,3,80,32,3,9,1,5
55,No,Travel_Rarely,Research & Development,1,4,1,1424,Male,Research Director,4,Divorced,14732,Y,13,3,4,80,31,4,7,0,0
36,No,Travel_Rarely,Sales,3,4,1,1425,Female,Sales Executive,2,Single,9278,Y,16,3,4,80,15,3,5,0,1
31,Yes,Travel_Frequently,Sales,1,4,1,1427,Female,Sales Representative,3,Single,1359,Y,12,3,2,80,1,3,1,0,0
30,No,Travel_Rarely,Sales,7,4,1,1428,Female,Sales Executive,1,Divorced,4779,Y,14,3,2,80,8,3,3,0,2
31,No,Travel_Rarely,Research & Development,8,5,1,1430,Female,Research Director,2,Single,16422,Y,11,3,3,80,9,4,3,1,0
34,No,Travel_Frequently,Research & Development,1,4,1,1431,Male,Research Scientist,1,Divorced,2996,Y,14,3,3,80,10,3,4,1,3
31,Yes,Travel_Rarely,Research & Development,8,3,1,1433,Female,Research Scientist,2,Single,1261,Y,12,3,3,80,1,4,1,0,0
27,No,Travel_Rarely,Research & Development,11,1,1,1434,Male,Laboratory Technician,1,Married,2099,Y,14,3,2,80,6,4,5,1,4
36,No,Travel_Rarely,Research & Development,4,4,1,1435,Male,Laboratory Technician,4,Single,5810,Y,16,3,3,80,10,2,10,1,8
36,No,Travel_Rarely,Sales,16,4,1,1436,Female,Sales Executive,1,Married,5647,Y,13,3,1,80,11,2,3,0,2
47,No,Travel_Rarely,Research & Development,1,3,1,1438,Male,Research Scientist,4,Married,3420,Y,12,3,3,80,17,2,6,1,2
25,Yes,Travel_Rarely,Sales,9,2,1,1439,Male,Sales Representative,1,Married,4400,Y,12,3,1,80,6,3,3,2,2
37,No,Non-Travel,Research & Development,5,2,1,1440,Male,Laboratory Technician,3,Single,3500,Y,14,3,1,80,7,1,6,1,3
56,No,Travel_Rarely,Research & Development,1,2,1,1441,Female,Research Scientist,1,Married,2066,Y,22,4,4,80,5,4,3,1,0
47,No,Travel_Rarely,Research & Development,2,4,1,1443,Female,Research Director,3,Married,17169,Y,19,3,2,80,26,4,20,5,6
24,No,Travel_Rarely,Sales,4,1,1,1445,Female,Sales Executive,3,Married,4162,Y,12,3,3,80,5,3,5,0,3
32,No,Travel_Rarely,Sales,7,5,1,1446,Male,Sales Executive,4,Married,9204,Y,12,3,3,80,7,2,4,0,3
34,No,Travel_Rarely,Research & Development,1,3,1,1447,Female,Laboratory Technician,2,Married,3294,Y,17,3,1,80,7,2,5,0,2
41,No,Travel_Rarely,Research & Development,5,5,1,1448,Male,Research Scientist,3,Married,2127,Y,12,3,1,80,7,2,4,0,3
40,No,Non-Travel,Research & Development,9,4,1,1449,Male,Laboratory Technician,3,Divorced,3975,Y,11,3,3,80,11,4,8,0,7
31,No,Travel_Rarely,Sales,8,2,1,1453,Male,Sales Executive,4,Divorced,10793,Y,18,3,1,80,13,3,13,9,9
46,Yes,Travel_Rarely,Sales,9,3,1,1457,Male,Sales Executive,4,Divorced,10096,Y,11,3,1,80,28,4,7,4,3
